,First Author First Name,First Author Last Name,Paper Title,Year,Full Paper or WIP?,Session Name,Authors,Link_x,File Name,DOI,Original File Name,Author(s) ID,Title,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link_y,Document Type,Publication Stage,Open Access,Source,EID,Author 1 First Name,Author 1 Last Name,Author 1 ID,Author 2 First Name,Author 2 Last Name,Author 2 ID,Author 3 First Name,Author 3 Last Name,Author 3 ID,Author 4 First Name,Author 4 Last Name,Author 4 ID,Author 5 First Name,Author 5 Last Name,Author 5 ID,Author 6 First Name,Author 6 Last Name,Author 6 ID,Author 7 First Name,Author 7 Last Name,Author 7 ID,Author 8 First Name,Author 8 Last Name,Author 8 ID,Author 9 First Name,Author 9 Last Name,Author 9 ID,Author 10 First Name,Author 10 Last Name,Author 10 ID,Author 11 First Name,Author 11 Last Name,Author 11 ID,Author 12 First Name,Author 12 Last Name,Author 12 ID,Author 1 Affiliation,Author 1 Country,Author 2 Affiliation,Author 2 Country,Author 3 Affiliation,Author 3 Country,Author 4 Affiliation,Author 4 Country,Author 5 Affiliation,Author 5 Country,Author 6 Affiliation,Author 6 Country,Author 7 Affiliation,Author 7 Country,Author 8 Affiliation,Author 8 Country,Author 9 Affiliation,Author 9 Country,Author 10 Affiliation,Author 10 Country,Author 11 Affiliation,Author 11 Country,Author 12 Affiliation,Author 12 Country
162,G. R.,Marvez,Integrating Dynamic Supports into an Equity Teaching Simulation to Promote Equity Mindsets,2022,WIP,Work in Progress,"G. R. Marvez, Tianyuan Zheng, Joshua Littenberg-Tobias, Garron Hillaire, Sara O'Brien, Justin Reich",https://dl.acm.org/doi/pdf/10.1145/3491140.3528327,2022_Integrating Dynamic Supports into an Equity Teaching Simulation to Promote Equity Mindsets.pdf,10.1145/3491140.3528327,3491140.3528327.pdf,57222491843; 57747325000; 57056479100; 57053548200; 57748618800; 56144824600,Integrating Dynamic Supports into an Equity Teaching Simulation to Promote Equity Mindsets,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,364,367,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132165557&doi=10.1145%2f3491140.3528327&partnerID=40&md5=46f0f3dfedc92a65c1bf612a4fe6d96e,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85132165557,G.R.,Marvez,57222491843,Tianyuan,Zheng,57747325000,Joshua,Littenberg-Tobias,57056479100,Garron,Hillaire,57053548200,Sara,O'Brien,57748618800,Justin,Reich,56144824600,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,United States,Massachusetts Institute of Technology,United States,Massachusetts Institute of Technology,United States,Advanced Education Research &amp; Development Fund,United States,Massachusetts Institute of Technology,United States,Massachusetts Institute of Technology,United States,,,,,,,,,,,,
163,Carinna Nunes,Tulha,LEDA: A Learning Analytics Based Framework to Analyze Remote Labs Interaction,2022,WIP,Work in Progress,"Carinna Nunes Tulha, Marco António Garcia de Carvalho, Leandro Nunes de Castro",https://dl.acm.org/doi/pdf/10.1145/3491140.3528324,2022_LEDA: A Learning Analytics Based Framework to Analyze Remote Labs Interaction.pdf,10.1145/3491140.3528324,3491140.3528324.pdf,57211190131; 7101893707; 56912991300,LEDA: A Learning Analytics Based Framework to Analyze Remote Labs Interaction,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,379,383,4.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132185029&doi=10.1145%2f3491140.3528324&partnerID=40&md5=23c876dd5650c7a3514f79804118e4d4,Conference paper,Final,,Scopus,2-s2.0-85132185029,Carinna Nunes,Tulha,57211190131,Marco Antonio G.,Carvalho,7101893707,Leandro N.,De Castro,56912991300,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universidade Estadual de Campinas,Brazil,Universidade Estadual de Campinas,Brazil,Universidade Estadual de Campinas,Brazil,,,,,,,,,,,,,,,,,,
164,Kimberly,Williamson,Large-scale Analysis of Discussion Networks in College Courses,2022,WIP,Work in Progress,"Kimberly Williamson, René F. Kizilcec",https://dl.acm.org/doi/pdf/10.1145/3491140.3528321,2022_Large-scale Analysis of Discussion Networks in College Courses.pdf,10.1145/3491140.3528321,3491140.3528321.pdf,57224642578; 55657281000,Large-scale Analysis of Discussion Networks in College Courses,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,456,460,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132176333&doi=10.1145%2f3491140.3528321&partnerID=40&md5=c1261163aaa834c940c7531a1d509714,Conference paper,Final,,Scopus,2-s2.0-85132176333,Kimberly,Williamson,57224642578,René F.,Kizilcec,55657281000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,United States,Cornell Information Science,United States,,,,,,,,,,,,,,,,,,,,
165,Naoto,Nishida,Laugh at Your Own Pace: Basic Performance Evaluation of Language Learning Assistance by Adjustment of Video Playback Speeds Based on Laughter Detection,2022,WIP,Work in Progress,"Naoto Nishida, Hinako Nozaki, Buntarou Shizuki",https://dl.acm.org/doi/pdf/10.1145/3491140.3528299,2022_Laugh at Your Own Pace: Basic Performance Evaluation of Language Learning Assistance by Adjustment of Video Playback Speeds Based on Laughter Detection.pdf,10.1145/3491140.3528299,3491140.3528299.pdf,57748642800; 57258649800; 6507626386,Laugh at Your Own Pace: Basic Performance Evaluation of Language Learning Assistance by Adjustment of Video Playback Speeds Based on Laughter Detection,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,368,373,5.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132144564&doi=10.1145%2f3491140.3528299&partnerID=40&md5=066d17a21965eec1188850c72401cfb3,Conference paper,Final,,Scopus,2-s2.0-85132144564,Naoto,Nishida,57748642800,Hinako,Nozaki,57258649800,Buntarou,Shizuki,6507626386,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Tokyo,Japan,University of Tsukuba,Japan,University of Tsukuba,Japan,,,,,,,,,,,,,,,,,,
166,Bo,Yang,Learning Alone Yet Together: Enhancing Between-Learner Social Connectivity at Scale,2022,WIP,Work in Progress,"Bo Yang, Huyang He",https://dl.acm.org/doi/pdf/10.1145/3491140.3528294,2022_Learning Alone Yet Together: Enhancing Between-Learner Social Connectivity at Scale.pdf,10.1145/3491140.3528294,3491140.3528294.pdf,57220789724; 57748641100,Learning Alone Yet Together: Enhancing Between-Learner Social Connectivity at Scale,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,374,378,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132153632&doi=10.1145%2f3491140.3528294&partnerID=40&md5=a61888cb5274d617616ff470aa992901,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132153632,Bo,Yang,57220789724,Huyang,He,57748641100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Göteborgs Universitet,Sweden,Chengdu Yulin High School,China,,,,,,,,,,,,,,,,,,,,
167,Michelle P.,Banawan,Math Discourse Linguistic Components (Cohesive Cues within a Math Discussion Board Discourse),2022,WIP,Work in Progress,"Michelle P. Banawan, Jinnie Shin, Renu Balyan, Walter L. Leite, Danielle S. McNamara",https://dl.acm.org/doi/pdf/10.1145/3491140.3528320,2022_Math Discourse Linguistic Components (Cohesive Cues within a Math Discussion Board Discourse).pdf,10.1145/3491140.3528320,3491140.3528320.pdf,56534256300; 57209368772; 55314411800; 23393086500; 7202710483,Math Discourse Linguistic Components (Cohesive Cues within a Math Discussion Board Discourse),L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,389,394,5.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132150090&doi=10.1145%2f3491140.3528320&partnerID=40&md5=ee8e7c1a98f0d10fd2887e924c4cacab,Conference paper,Final,,Scopus,2-s2.0-85132150090,Michelle,Banawan,56534256300,Jinnie,Shin,57209368772,Renu,Balyan,55314411800,Walter L.,Leite,23393086500,Danielle S.,McNamara,7202710483,,,,,,,,,,,,,,,,,,,,,,Asian Institute of Management,Philippines,University of Florida,United States,SUNY Old Westbury,United States,University of Florida,United States,Arizona State University,United States,,,,,,,,,,,,,,
168,Ji Yong,Cho,Measuring Cultural Dimensions of Learning in Online Courses,2022,WIP,Work in Progress,"Ji Yong Cho, Yue Li, Marianne E. Krasny, René F. Kizilcec",https://dl.acm.org/doi/pdf/10.1145/3491140.3528333,2022_Measuring Cultural Dimensions of Learning in Online Courses.pdf,10.1145/3491140.3528333,3491140.3528333.pdf,57202043077; 56448682500; 7004362439; 55657281000,Measuring Cultural Dimensions of Learning in Online Courses,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,395,399,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132187613&doi=10.1145%2f3491140.3528333&partnerID=40&md5=82b8b0f98ec79c3c8f343c234a28b7c5,Conference paper,Final,,Scopus,2-s2.0-85132187613,Ji Yong,Cho,57202043077,Yue,Li,56448682500,Marianne E.,Krasny,7004362439,René F.,Kizilcec,55657281000,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,United States,Cornell University,United States,Cornell University,United States,Cornell Information Science,United States,,,,,,,,,,,,,,,,
169,Robert,Stanyon,Providing Individual Student Feedback at Scale for Mathematical Disciplines,2022,WIP,Work in Progress,"Robert Stanyon, Austin A. Tomlinson, Manjinder Kainth, Nicola K. Wilkin",https://dl.acm.org/doi/pdf/10.1145/3491140.3528313,2022_Providing Individual Student Feedback at Scale for Mathematical Disciplines.pdf,10.1145/3491140.3528313,3491140.3528313.pdf,57747638300; 57219405608; 57211588358; 6701798072,Providing Individual Student Feedback at Scale for Mathematical Disciplines,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,400,404,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132173153&doi=10.1145%2f3491140.3528313&partnerID=40&md5=a2654cfc674ba83f99f3f7ee74d8442a,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132173153,Robert,Stanyon,57747638300,Austin A.,Tomlinson,57219405608,Manjinder,Kainth,57211588358,Nicola K.,Wilkin,6701798072,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,United Kingdom,University of Birmingham,United Kingdom,6Bit Education Ltd,United Kingdom,University of Birmingham,United Kingdom,,,,,,,,,,,,,,,,
170,Mengchen,Su,Re-envisioning a K-12 Early Warning System with School Climate Factors,2022,WIP,Work in Progress,"Mengchen Su, Lukas A. Olson, Daniel C. Jarratt, Sashank Varma, Joseph A. Konstan, Rebecca J. L. Keller, Bodong Chen",https://dl.acm.org/doi/pdf/10.1145/3491140.3528670,2022_Re-envisioning a K-12 Early Warning System with School Climate Factors.pdf,10.1145/3491140.3528670,3491140.3528670.pdf,57221441140; 57217057617; 56801695800; 57747328100; 7003985614; 57748939000; 55286416400,Re-envisioning a K-12 Early Warning System with School Climate Factors,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,405,408,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132202802&doi=10.1145%2f3491140.3528670&partnerID=40&md5=31f93d3d0338c16ee8e434581db08745,Conference paper,Final,,Scopus,2-s2.0-85132202802,Mengchen,Su,57221441140,Lukas A.,Olson,57217057617,Daniel C.,Jarratt,56801695800,Sashank,Varma,57747328100,Joseph A.,Konstan,7003985614,Rebecca J. L.,Keller,57748939000,Bodong,Chen,55286416400,,,,,,,,,,,,,,,,University of Minnesota Twin Cities,United States,Infinite Campus,United States,Infinite Campus,United States,Georgia Institute of Technology,United States,University of Minnesota Twin Cities,United States,Infinite Campus,United States,University of Minnesota Twin Cities,United States,,,,,,,,,,
171,Chenglu,Li,Revealing Factors Influencing Students' Perceived Fairness: A Case with a Predictive System for Math Learning,2022,WIP,Work in Progress,"Chenglu Li, Wanli Xing",https://dl.acm.org/doi/pdf/10.1145/3491140.3528293,2022_Revealing Factors Influencing Students' Perceived Fairness: A Case with a Predictive System for Math Learning.pdf,10.1145/3491140.3528293,3491140.3528293.pdf,57208421439; 55983407600,Revealing Factors Influencing Students' Perceived Fairness: A Case with a Predictive System for Math Learning,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,409,412,3.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131592027&doi=10.1145%2f3491140.3528293&partnerID=40&md5=db407da0c07e9c5823d2066b20f79a2f,Conference paper,Final,,Scopus,2-s2.0-85131592027,Chenglu,Li,57208421439,Wanli,Xing,55983407600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Florida,United States,University of Florida,United States,,,,,,,,,,,,,,,,,,,,
172,Kendall,Nakai,Scaling Up Access to the Hidden Curriculum: A Design Methodology for Creating Undergraduate Mentoring Guides,2022,WIP,Work in Progress,"Kendall Nakai, Philip J. Guo",https://dl.acm.org/doi/pdf/10.1145/3491140.3528296,2022_Scaling Up Access to the Hidden Curriculum: A Design Methodology for Creating Undergraduate Mentoring Guides.pdf,10.1145/3491140.3528296,3491140.3528296.pdf,57747666600; 16238467300,Scaling Up Access to the Hidden Curriculum: A Design Methodology for Creating Undergraduate Mentoring Guides,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,413,417,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132155959&doi=10.1145%2f3491140.3528296&partnerID=40&md5=4474221394e0d05cc572e8d71b60f6ee,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132155959,Kendall,Nakai,57747666600,Philip J.,Guo,16238467300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Corporation,United States,Department of Computer Science and Engineering,United States,,,,,,,,,,,,,,,,,,,,
173,Yu-Chun (Grace),Yen,Seeking Exemplars in the Wild: Exploring How Students Find Design Examples to Support Personalized Learning,2022,WIP,Work in Progress,"Yu-Chun (Grace) Yen, Steven P. Dow",https://dl.acm.org/doi/pdf/10.1145/3491140.3528303,2022_Seeking Exemplars in the Wild: Exploring How Students Find Design Examples to Support Personalized Learning.pdf,10.1145/3491140.3528303,3491140.3528303.pdf,15849923300; 7005959715,Seeking Exemplars in the Wild: Exploring How Students Find Design Examples to Support Personalized Learning,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,418,421,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132162808&doi=10.1145%2f3491140.3528303&partnerID=40&md5=2ea42cbc54c9c1bea392b420594658bd,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132162808,Yu-Chun Grace,Yen,15849923300,Steven P.,Dow,7005959715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, San Diego",United States,"University of California, San Diego",United States,,,,,,,,,,,,,,,,,,,,
174,Bobbie Lynn,Eicher,Student Use of Course Reviews at Scale,2022,WIP,Work in Progress,"Bobbie Lynn Eicher, David A. Joyner",https://dl.acm.org/doi/pdf/10.1145/3491140.3528332,2022_Student Use of Course Reviews at Scale.pdf,10.1145/3491140.3528332,3491140.3528332.pdf,57202432695; 35183234600,Student Use of Course Reviews at Scale,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,422,426,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132156293&doi=10.1145%2f3491140.3528332&partnerID=40&md5=c5be8f7aaeb2b65c1e2e5bc28655cfba,Conference paper,Final,,Scopus,2-s2.0-85132156293,Bobbie L.,Eicher,57202432695,David A.,Joyner,35183234600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,
175,Rémi,Sharrock,Teaching and Learning Programming with Linux using In-Browser Client-Side Web Technologies: Exploring the Key Features for Achieving Systems and Tools Scalability,2022,WIP,Work in Progress,"Rémi Sharrock, Ewen Collin, Thibaud Labat, Ella Hamonic, Petra Bonfert-Taylor, Michael Goudzwaard",https://dl.acm.org/doi/pdf/10.1145/3491140.3528295,2022_Teaching and Learning Programming with Linux using In-Browser Client-Side Web Technologies: Exploring the Key Features for Achieving Systems and Tools Scalability.pdf,10.1145/3491140.3528295,3491140.3528295.pdf,35184076100; 57746701500; 57748316300; 57193406317; 6603479539; 57148138000,Teaching and Learning Programming with Linux using In-Browser Client-Side Web Technologies: Exploring the Key Features for Achieving Systems and Tools Scalability,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,427,430,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132180236&doi=10.1145%2f3491140.3528295&partnerID=40&md5=340593c6c41e9ad975552e41e4a32a99,Conference paper,Final,,Scopus,2-s2.0-85132180236,Rémi,Sharrock,35184076100,Ewen,Collin,57746701500,Thibaud,Labat,57748316300,Ella,Hamonic,57193406317,Petra,Bonfert-Taylor,6603479539,Michael,Goudzwaard,57148138000,,,,,,,,,,,,,,,,,,,Télécom Paris,France,Institut Polytechnique de Paris,France,Institut Polytechnique de Paris,France,Independent Researcher,France,Dartmouth College,United States,Dartmouth College,United States,,,,,,,,,,,,
176,Michael,Yee,The Relationship Between COVID-19 Severity and Computer Science MOOC Learner Achievement: A Preliminary Analysis,2022,WIP,Work in Progress,"Michael Yee, Anindya Roy, Julius Stein, Meghan Perdue, Ana Bell, Ronisha Carter, Shigeru Miyagawa",https://dl.acm.org/doi/pdf/10.1145/3491140.3528325,2022_The Relationship Between COVID-19 Severity and Computer Science MOOC Learner Achievement: A Preliminary Analysis.pdf,10.1145/3491140.3528325,3491140.3528325.pdf,23479017000; 57672326500; 57746675800; 57218225588; 57215551299; 57748618700; 7201867694,The Relationship Between COVID-19 Severity and Computer Science MOOC Learner Achievement: A Preliminary Analysis,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,431,435,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132158298&doi=10.1145%2f3491140.3528325&partnerID=40&md5=a8d0fac6a8bda050c73c6c5be5dc038c,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85132158298,Michael,Yee,23479017000,Anindya,Roy,57672326500,Julius,Stein,57746675800,Meghan,Perdue,57218225588,Ana,Bell,57215551299,Ronisha,Carter,57748618700,Shigeru,Miyagawa,7201867694,,,,,,,,,,,,,,,,Lincoln Laboratory,United States,Massachusetts Institute of Technology,United States,Lincoln Laboratory,United States,Massachusetts Institute of Technology,United States,MIT Computer Science &amp; Artificial Intelligence Laboratory,United States,United States Department of the Air Force,United States,Universidade de São Paulo,Brazil,,,,,,,,,,
177,Pablo,García-Zarza,Towards a Teacher Application to Support Semantic Annotations of Learning Tasks in Cultural Heritage,2022,WIP,Work in Progress,"Pablo García-Zarza, Miguel L. Bote-Lorenzo, Guillermo Vega-Gorgojo, Juan I. Asensio-Pérez",https://dl.acm.org/doi/pdf/10.1145/3491140.3528335,2022_Towards a Teacher Application to Support Semantic Annotations of Learning Tasks in Cultural Heritage.pdf,10.1145/3491140.3528335,3491140.3528335.pdf,57219053429; 6507192872; 55663517700; 9270541300,Towards a Teacher Application to Support Semantic Annotations of Learning Tasks in Cultural Heritage,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,436,440,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132158481&doi=10.1145%2f3491140.3528335&partnerID=40&md5=cdb384f231f26c8cfe616e43d0c4424b,Conference paper,Final,,Scopus,2-s2.0-85132158481,Pablo,García-Zarza,57219053429,Miguel L.,Bote-Lorenzo,6507192872,Guillermo,Vega-Gorgojo,55663517700,Juan I.,Asensio-Pérez,9270541300,,,,,,,,,,,,,,,,,,,,,,,,,Universidad de Valladolid,Spain,Universidad de Valladolid,Spain,Universidad de Valladolid,Spain,Universidad de Valladolid,Spain,,,,,,,,,,,,,,,,
178,Jungwook,Rhim,Understanding the Relationship Between Students' Learning Outcome and Behavioral Patterns using Touch Trajectories,2022,WIP,Work in Progress,"Jungwook Rhim, Gahgene Gweon",https://dl.acm.org/doi/pdf/10.1145/3491140.3528311,2022_Understanding the Relationship Between Students' Learning Outcome and Behavioral Patterns using Touch Trajectories.pdf,10.1145/3491140.3528311,3491140.3528311.pdf,57201722565; 13005227000,Understanding the Relationship Between Students' Learning Outcome and Behavioral Patterns using Touch Trajectories,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,441,445,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132190682&doi=10.1145%2f3491140.3528311&partnerID=40&md5=cb192defea7746264d026350b6785c48,Conference paper,Final,,Scopus,2-s2.0-85132190682,Jungwook,Rhim,57201722565,Gahgene,Gweon,13005227000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seoul National University,South Korea,Seoul National University,South Korea,,,,,,,,,,,,,,,,,,,,
179,Yu,Li,Using Chatbots to Teach Languages,2022,WIP,Work in Progress,"Yu Li, Chun-Yen Chen, Dian Yu, Sam Davidson, Ryan Hou, Xun Yuan, Yinghua Tan, Derek Pham, Zhou Yu",https://dl.acm.org/doi/pdf/10.1145/3491140.3528329,2022_Using Chatbots to Teach Languages.pdf,10.1145/3491140.3528329,3491140.3528329.pdf,57219751720; 57219173330; 57216694167; 57216690541; 57552608700; 57384627900; 57747325300; 57385551000; 57205750897,Using Chatbots to Teach Languages,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,451,455,4.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132144277&doi=10.1145%2f3491140.3528329&partnerID=40&md5=2721491e069bf8ebea50bf304cd1a067,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132144277,Yu,Li,57219751720,Chun-Yen,Chen,57219173330,Dian,Yu,57216694167,Sam,Davidson,57216690541,Ryan,Hou,57552608700,Xun,Yuan,57384627900,Yinghua,Tan,57747325300,Derek,Pham,57385551000,Zhou,Yu,57205750897,,,,,,,,,,Columbia University,United States,Columbia University,United States,"University of California, Davis",United States,"University of California, Davis",United States,Columbia University,United States,Zhejiang University,China,Columbia University,United States,Columbia University,United States,Columbia University,United States,,,,,,
